"data_group","file_path","source_kind","suite_from_name","k_from_name","line_no","key","value"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","715","truncate_prompt_tokens","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","bad_words","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","extra_args","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","frequency_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","guided_decoding","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","include_stop_str_in_output","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","max_tokens","474"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","min_p","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","min_tokens","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","n","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","presence_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","prompt_logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","repetition_penalty","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","seed","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","skip_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","spaces_between_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","stop","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","stop_token_ids","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","temperature","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","top_k","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","top_p","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","721","truncate_prompt_tokens","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","bad_words","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","extra_args","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","frequency_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","guided_decoding","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","include_stop_str_in_output","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","max_tokens","92"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","min_p","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","min_tokens","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","n","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","presence_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","prompt_logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","repetition_penalty","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","seed","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","skip_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","spaces_between_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","stop","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","stop_token_ids","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","temperature","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","top_k","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","top_p","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","723","truncate_prompt_tokens","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","bad_words","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","extra_args","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","frequency_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","guided_decoding","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","include_stop_str_in_output","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","max_tokens","55"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","min_p","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","min_tokens","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","n","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","presence_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","prompt_logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","repetition_penalty","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","seed","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","skip_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","spaces_between_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","stop","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","stop_token_ids","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","temperature","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","top_k","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","top_p","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","727","truncate_prompt_tokens","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","bad_words","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","extra_args","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","frequency_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","guided_decoding","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","include_stop_str_in_output","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","max_tokens","514"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","min_p","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","min_tokens","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","n","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","presence_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","prompt_logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","repetition_penalty","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","seed","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","skip_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","spaces_between_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","stop","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","stop_token_ids","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","temperature","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","top_k","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","top_p","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","730","truncate_prompt_tokens","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","bad_words","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","extra_args","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","frequency_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","guided_decoding","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","include_stop_str_in_output","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","max_tokens","629"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","min_p","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","min_tokens","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","n","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","presence_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","prompt_logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","repetition_penalty","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","seed","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","skip_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","spaces_between_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","stop","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","stop_token_ids","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","temperature","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","top_k","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","top_p","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","732","truncate_prompt_tokens","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","bad_words","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","extra_args","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","frequency_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","guided_decoding","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","include_stop_str_in_output","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","max_tokens","35"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","min_p","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","min_tokens","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","n","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","presence_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","prompt_logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","repetition_penalty","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","seed","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","skip_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","spaces_between_special_tokens","True"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","stop","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","stop_token_ids","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","temperature","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","top_k","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","top_p","1.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","736","truncate_prompt_tokens","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","bad_words","[]"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","extra_args","None)"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","frequency_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","guided_decoding","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","ignore_eos","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","include_stop_str_in_output","False"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","max_tokens","426"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","min_p","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","min_tokens","0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","n","1"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","presence_penalty","0.0"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","prompt_logprobs","None"
"A&B","C:\Users\407407\Desktop\vllm\github\MQA_FastPath\A&B\server_A_FP_ON_MQA_ON_k8.log","server","A_FP_ON_MQA_ON","8","739","repetition_penalty","1.0"
